M,MNi,max_LC,skew,CV_LC,mad,aslope,bslope,median,time
1.9,0.842,1.7224e+43,3.7312,1.554,3.0914e+42,-8.1175e+41,1.2942e+42,3.6362e+41,13.5
1.9,0.861,1.7699e+43,3.7494,1.5577,3.1693e+42,-8.4313e+41,1.3297e+42,3.6875e+41,13.5
1.9,0.881,1.8204e+43,3.7682,1.5616,3.2513e+42,-8.2426e+41,1.4221e+42,3.741e+41,13.0
1.9,0.901,1.8715e+43,3.7867,1.5653,3.3335e+42,-8.5736e+41,1.4619e+42,3.7941e+41,13.0
1.9,0.921,1.9228e+43,3.805,1.569,3.4157e+42,-8.9081e+41,1.5017e+42,3.8466e+41,13.0
1.9,0.941,1.9742e+43,3.8229,1.5727,3.4979e+42,-9.2458e+41,1.5416e+42,3.8987e+41,13.0
1.9,0.96,2.0232e+43,3.8397,1.5761,3.5761e+42,-9.5697e+41,1.5796e+42,3.9478e+41,13.0
1.9,0.98,2.0748e+43,3.8571,1.5796,3.6585e+42,-9.9137e+41,1.6197e+42,3.9991e+41,13.0
1.9,1.0,2.1266e+43,3.8742,1.583,3.7409e+42,-1.0261e+42,1.6599e+42,4.05e+41,13.0
2.1,0.01,4.7738e+40,1.5457,0.74899,3.2336e+39,-5.4477e+38,1.7846e+39,1.8568e+40,27.0
2.1,0.03,2.13e+41,1.752,0.95568,2.9187e+40,-3.7024e+39,9.1599e+39,4.9678e+40,23.5
2.1,0.05,4.2229e+41,1.9184,1.0473,7.2165e+40,-8.147e+39,1.9872e+40,7.016e+40,21.5
2.1,0.069,6.4764e+41,2.0441,1.1033,1.2162e+41,-1.3799e+40,3.1977e+40,8.442e+40,20.5
2.1,0.089,9.0617e+41,2.154,1.1466,1.7762e+41,-2.1781e+40,4.5863e+40,9.8038e+40,20.0
2.1,0.109,1.1823e+42,2.2481,1.1806,2.3575e+41,-3.062e+40,6.1379e+40,1.1153e+41,19.5
2.1,0.129,1.4734e+42,2.3305,1.2084,3.0148e+41,-3.9981e+40,7.8524e+40,1.1902e+41,19.0
2.1,0.149,1.7775e+42,2.404,1.232,3.6219e+41,-4.9568e+40,9.7325e+40,1.3286e+41,18.5
2.1,0.168,2.0768e+42,2.4673,1.2514,4.273e+41,-5.8395e+40,1.1692e+41,1.3962e+41,18.0
2.1,0.188,2.402e+42,2.5283,1.2695,4.9695e+41,-7.3069e+40,1.3518e+41,1.4659e+41,18.0
2.1,0.208,2.7369e+42,2.5845,1.2857,5.6446e+41,-8.2795e+40,1.5851e+41,1.5656e+41,17.5
2.1,0.228,3.0797e+42,2.6367,1.3004,6.3044e+41,-9.9088e+40,1.783e+41,1.6882e+41,17.5
2.1,0.248,3.4313e+42,2.6855,1.3137,7.0227e+41,-1.0846e+41,2.0462e+41,1.7591e+41,17.0
2.1,0.267,3.7716e+42,2.729,1.3254,7.711e+41,-1.2516e+41,2.2485e+41,1.8263e+41,17.0
2.1,0.287,4.136e+42,2.7723,1.3369,8.4411e+41,-1.336e+41,2.5422e+41,1.8968e+41,16.5
2.1,0.307,4.5083e+42,2.8134,1.3475,9.1764e+41,-1.5225e+41,2.7703e+41,1.9671e+41,16.5
2.1,0.327,4.8854e+42,2.8523,1.3574,9.9167e+41,-1.7169e+41,3.0013e+41,2.0371e+41,16.5
2.1,0.347,5.2679e+42,2.8894,1.3668,1.0661e+42,-1.7872e+41,3.3399e+41,2.1068e+41,16.0
2.1,0.366,5.6381e+42,2.9232,1.3752,1.1373e+42,-1.9796e+41,3.5738e+41,2.1726e+41,16.0
2.1,0.386,6.0317e+42,2.9572,1.3835,1.2054e+42,-2.1888e+41,3.8225e+41,2.3127e+41,16.0
2.1,0.406,6.429e+42,2.9899,1.3915,1.277e+42,-2.4047e+41,4.0733e+41,2.4219e+41,16.0
2.1,0.426,6.8322e+42,3.0213,1.399,1.3528e+42,-2.4518e+41,4.4722e+41,2.492e+41,15.5
2.1,0.446,7.2411e+42,3.0516,1.4063,1.429e+42,-2.6735e+41,4.7389e+41,2.5616e+41,15.5
2.1,0.465,7.6325e+42,3.0794,1.4128,1.5016e+42,-2.8895e+41,4.9941e+41,2.6271e+41,15.5
2.1,0.485,8.0474e+42,3.1077,1.4195,1.5783e+42,-3.1225e+41,5.2646e+41,2.6955e+41,15.5
2.1,0.505,8.4652e+42,3.1351,1.4259,1.6554e+42,-3.3609e+41,5.5368e+41,2.7632e+41,15.5
2.1,0.525,8.8905e+42,3.1617,1.432,1.7327e+42,-3.372e+41,6.0145e+41,2.8302e+41,15.0
2.1,0.545,9.3191e+42,3.1875,1.4379,1.8103e+42,-3.6141e+41,6.3033e+41,2.8966e+41,15.0
2.1,0.564,9.7287e+42,3.2113,1.4434,1.8842e+42,-3.8488e+41,6.5793e+41,2.959e+41,15.0
2.1,0.584,1.0162e+43,3.2357,1.4489,1.9623e+42,-4.1006e+41,6.8713e+41,3.024e+41,15.0
2.1,0.604,1.0598e+43,3.2595,1.4543,2.0406e+42,-4.3571e+41,7.1647e+41,3.0884e+41,15.0
2.1,0.624,1.1037e+43,3.2826,1.4595,2.1191e+42,-4.3175e+41,7.7267e+41,3.1521e+41,14.5
2.1,0.644,1.1483e+43,3.3052,1.4645,2.1978e+42,-4.5761e+41,8.0377e+41,3.2151e+41,14.5
2.1,0.663,1.1909e+43,3.3262,1.4692,2.2728e+42,-4.8259e+41,8.3345e+41,3.2744e+41,14.5
2.1,0.683,1.2359e+43,3.3477,1.474,2.3519e+42,-5.093e+41,8.6483e+41,3.3362e+41,14.5
2.1,0.703,1.2811e+43,3.3688,1.4786,2.4312e+42,-5.3643e+41,8.9635e+41,3.3973e+41,14.5
2.1,0.723,1.3266e+43,3.3894,1.4831,2.5106e+42,-5.6395e+41,9.2799e+41,3.4578e+41,14.5
2.1,0.743,1.3722e+43,3.4096,1.4876,2.5902e+42,-5.9186e+41,9.5974e+41,3.5177e+41,14.5
2.1,0.762,1.4156e+43,3.4284,1.4917,2.666e+42,-6.1871e+41,9.9001e+41,3.5741e+41,14.5
2.1,0.782,1.4622e+43,3.4478,1.4959,2.7459e+42,-6.071e+41,1.0603e+42,3.6328e+41,14.0
2.1,0.802,1.5089e+43,3.4669,1.5,2.8259e+42,-6.3545e+41,1.094e+42,3.691e+41,14.0
2.1,0.822,1.5559e+43,3.4855,1.504,2.9061e+42,-6.6416e+41,1.1279e+42,3.7486e+41,14.0
2.1,0.842,1.603e+43,3.5039,1.5079,2.9864e+42,-6.9322e+41,1.1619e+42,3.8057e+41,14.0
2.1,0.861,1.6478e+43,3.521,1.5116,3.0628e+42,-7.2115e+41,1.1943e+42,3.8594e+41,14.0
2.1,0.881,1.6952e+43,3.5387,1.5154,3.1433e+42,-7.5088e+41,1.2285e+42,3.9155e+41,14.0
2.1,0.901,1.7428e+43,3.5561,1.5191,3.2239e+42,-7.8093e+41,1.2627e+42,3.971e+41,14.0
2.1,0.921,1.7905e+43,3.5732,1.5227,3.3046e+42,-8.1129e+41,1.2971e+42,4.0261e+41,14.0
2.1,0.941,1.8383e+43,3.5901,1.5263,3.3854e+42,-8.4196e+41,1.3316e+42,4.0807e+41,14.0
2.1,0.96,1.8844e+43,3.6058,1.5296,3.4567e+42,-8.1836e+41,1.4173e+42,4.188e+41,13.5
2.1,0.98,1.9332e+43,3.6222,1.533,3.5299e+42,-8.49e+41,1.4538e+42,4.3194e+41,13.5
2.1,1.0,1.9821e+43,3.6383,1.5364,3.6066e+42,-8.7994e+41,1.4905e+42,4.4159e+41,13.5
2.3,0.01,4.3049e+40,1.5288,0.69734,1.9718e+39,-4.4622e+38,1.5512e+39,1.8745e+40,28.0
2.3,0.03,1.9355e+41,1.6809,0.90537,2.3935e+40,-2.8723e+39,8.15e+39,5.1499e+40,24.0
2.3,0.05,3.8521e+41,1.8245,0.99889,5.9181e+40,-6.9736e+39,1.7311e+40,7.7256e+40,22.5
2.3,0.069,5.9226e+41,1.9369,1.0561,1.0363e+41,-1.1918e+40,2.7867e+40,9.4166e+40,21.5
2.3,0.089,8.3011e+41,2.0369,1.1004,1.5499e+41,-1.7435e+40,4.0989e+40,1.0994e+41,20.5
2.3,0.109,1.085e+42,2.1233,1.135,2.0893e+41,-2.4709e+40,5.4922e+40,1.2514e+41,20.0
2.3,0.129,1.354e+42,2.1996,1.1634,2.6574e+41,-3.2431e+40,7.0312e+40,1.391e+41,19.5
2.3,0.149,1.6351e+42,2.2679,1.1875,3.2853e+41,-4.0335e+40,8.7174e+40,1.4842e+41,19.0
2.3,0.168,1.9128e+42,2.327,1.2073,3.9113e+41,-5.1646e+40,1.0195e+41,1.554e+41,19.0
2.3,0.188,2.2145e+42,2.3841,1.2258,4.4957e+41,-6.0056e+40,1.2127e+41,1.7119e+41,18.5
2.3,0.208,2.5249e+42,2.4369,1.2423,5.1757e+41,-7.3585e+40,1.3822e+41,1.783e+41,18.5
2.3,0.228,2.8442e+42,2.4859,1.2572,5.8654e+41,-8.1991e+40,1.601e+41,1.8525e+41,18.0
2.3,0.248,3.1703e+42,2.5319,1.2708,6.5631e+41,-9.6864e+40,1.7841e+41,1.9208e+41,18.0
2.3,0.267,3.4873e+42,2.573,1.2827,7.2311e+41,-1.0399e+41,2.0198e+41,1.9866e+41,17.5
2.3,0.287,3.8273e+42,2.6138,1.2943,7.8339e+41,-1.1993e+41,2.2162e+41,2.1619e+41,17.5
2.3,0.307,4.1725e+42,2.6526,1.305,8.5477e+41,-1.2683e+41,2.4887e+41,2.2315e+41,17.0
2.3,0.327,4.5255e+42,2.6894,1.3151,9.2666e+41,-1.4368e+41,2.6986e+41,2.3008e+41,17.0
2.3,0.347,4.8829e+42,2.7246,1.3246,9.9903e+41,-1.6124e+41,2.9112e+41,2.3699e+41,17.0
2.3,0.366,5.2263e+42,2.7565,1.3331,1.0682e+42,-1.7855e+41,3.1152e+41,2.4354e+41,17.0
2.3,0.386,5.5947e+42,2.7888,1.3415,1.1414e+42,-1.84e+41,3.4384e+41,2.504e+41,16.5
2.3,0.406,5.9675e+42,2.8197,1.3495,1.215e+42,-2.0285e+41,3.6668e+41,2.5724e+41,16.5
2.3,0.426,6.3439e+42,2.8495,1.3572,1.2889e+42,-2.223e+41,3.8973e+41,2.6405e+41,16.5
2.3,0.446,6.7235e+42,2.8783,1.3645,1.3632e+42,-2.4233e+41,4.1298e+41,2.7084e+41,16.5
2.3,0.465,7.0909e+42,2.9047,1.3711,1.4341e+42,-2.4432e+41,4.4952e+41,2.7725e+41,16.0
2.3,0.485,7.481e+42,2.9315,1.3778,1.5088e+42,-2.6477e+41,4.7417e+41,2.842e+41,16.0
2.3,0.505,7.874e+42,2.9575,1.3842,1.5729e+42,-2.8575e+41,4.9899e+41,3.0193e+41,16.0
2.3,0.525,8.2698e+42,2.9827,1.3904,1.6452e+42,-3.0723e+41,5.2399e+41,3.1175e+41,16.0
2.3,0.545,8.6686e+42,3.0072,1.3963,1.7207e+42,-3.0676e+41,5.6747e+41,3.1856e+41,15.5
2.3,0.564,9.0539e+42,3.0298,1.4017,1.7928e+42,-3.2743e+41,5.9261e+41,3.2498e+41,15.5
2.3,0.584,9.4621e+42,3.053,1.4073,1.8688e+42,-3.4966e+41,6.1924e+41,3.317e+41,15.5
2.3,0.604,9.8727e+42,3.0755,1.4127,1.9451e+42,-3.7233e+41,6.4601e+41,3.3836e+41,15.5
2.3,0.624,1.0286e+43,3.0975,1.4179,2.0216e+42,-3.9545e+41,6.7293e+41,3.4497e+41,15.5
2.3,0.644,1.0701e+43,3.1189,1.4229,2.0983e+42,-4.1899e+41,6.9999e+41,3.5153e+41,15.5
2.3,0.663,1.1097e+43,3.1388,1.4275,2.1714e+42,-4.1216e+41,7.5085e+41,3.5772e+41,15.0
2.3,0.683,1.1522e+43,3.1593,1.4323,2.2485e+42,-4.3582e+41,7.7946e+41,3.6418e+41,15.0
2.3,0.703,1.1948e+43,3.1793,1.4369,2.3259e+42,-4.5988e+41,8.082e+41,3.7059e+41,15.0
2.3,0.723,1.2377e+43,3.1989,1.4414,2.4034e+42,-4.8433e+41,8.3708e+41,3.7694e+41,15.0
2.3,0.743,1.2807e+43,3.218,1.4458,2.4811e+42,-5.0917e+41,8.6608e+41,3.8324e+41,15.0
2.3,0.762,1.3218e+43,3.2358,1.4499,2.555e+42,-5.331e+41,8.9374e+41,3.8918e+41,15.0
2.3,0.782,1.3652e+43,3.2542,1.4541,2.6331e+42,-5.5865e+41,9.2297e+41,3.9538e+41,15.0
2.3,0.802,1.4087e+43,3.2723,1.4582,2.7112e+42,-5.8453e+41,9.523e+41,4.0153e+41,15.0
2.3,0.822,1.4528e+43,3.29,1.4622,2.7896e+42,-5.7133e+41,1.017e+42,4.0763e+41,14.5
2.3,0.842,1.4973e+43,3.3073,1.4661,2.8681e+42,-5.9723e+41,1.048e+42,4.1368e+41,14.5
2.3,0.861,1.5397e+43,3.3235,1.4697,2.9428e+42,-6.2215e+41,1.0776e+42,4.1938e+41,14.5
2.3,0.881,1.5845e+43,3.3403,1.4734,3.0215e+42,-6.4871e+41,1.1088e+42,4.2533e+41,14.5
2.3,0.901,1.6294e+43,3.3568,1.4771,3.1004e+42,-6.7558e+41,1.1401e+42,4.3124e+41,14.5
2.3,0.921,1.6745e+43,3.373,1.4807,3.1794e+42,-7.0277e+41,1.1716e+42,4.371e+41,14.5
2.3,0.941,1.7198e+43,3.3889,1.4842,3.2585e+42,-7.3027e+41,1.2031e+42,4.4291e+41,14.5
2.3,0.96,1.7629e+43,3.4038,1.4875,3.3338e+42,-7.5666e+41,1.2331e+42,4.4839e+41,14.5
2.3,0.98,1.8084e+43,3.4193,1.4909,3.4131e+42,-7.8473e+41,1.2648e+42,4.5411e+41,14.5
2.3,1.0,1.8541e+43,3.4345,1.4942,3.4926e+42,-7.6132e+41,1.3446e+42,4.5979e+41,14.0
2.5,0.01,3.9096e+40,1.5266,0.65089,1.2172e+39,-3.7455e+38,1.3597e+39,1.851e+40,29.0
2.5,0.03,1.7698e+41,1.6271,0.85849,1.8143e+40,-2.4784e+39,7.1509e+39,5.4199e+40,25.0
2.5,0.05,3.534e+41,1.7488,0.95358,4.8559e+40,-6.0851e+39,1.5198e+40,8.2566e+40,23.5
2.5,0.069,5.4455e+41,1.8484,1.0119,8.7506e+40,-1.048e+40,2.4469e+40,1.0283e+41,22.5
2.5,0.089,7.6485e+41,1.9388,1.057,1.3415e+41,-1.5459e+40,3.5987e+40,1.2105e+41,21.5
2.5,0.109,1.001e+42,2.0179,1.0923,1.8378e+41,-2.1993e+40,4.8227e+40,1.3829e+41,21.0
2.5,0.129,1.2507e+42,2.0882,1.1213,2.3519e+41,-2.8985e+40,6.1741e+40,1.5539e+41,20.5
2.5,0.149,1.5123e+42,2.1517,1.1458,2.9611e+41,-3.621e+40,7.6541e+40,1.6434e+41,20.0
2.5,0.168,1.7704e+42,2.2067,1.166,3.469e+41,-4.2922e+40,9.1934e+40,1.8101e+41,19.5
2.5,0.188,2.0511e+42,2.2601,1.1849,4.1103e+41,-5.4111e+40,1.0648e+41,1.8889e+41,19.5
2.5,0.208,2.3411e+42,2.3096,1.2016,4.7657e+41,-6.1618e+40,1.2478e+41,1.9626e+41,19.0
2.5,0.228,2.638e+42,2.3557,1.2168,5.385e+41,-6.8633e+40,1.4448e+41,2.0805e+41,18.5
2.5,0.248,2.9435e+42,2.399,1.2306,5.9951e+41,-8.1519e+40,1.6117e+41,2.2149e+41,18.5
2.5,0.267,3.2388e+42,2.4377,1.2427,6.6422e+41,-9.4502e+40,1.773e+41,2.2813e+41,18.5
2.5,0.287,3.557e+42,2.4763,1.2545,7.3305e+41,-1.0124e+41,2.0024e+41,2.3498e+41,18.0
2.5,0.307,3.8807e+42,2.513,1.2654,8.0254e+41,-1.1583e+41,2.1842e+41,2.4173e+41,18.0
2.5,0.327,4.2092e+42,2.5478,1.2756,8.726e+41,-1.2155e+41,2.4383e+41,2.4842e+41,17.5
2.5,0.347,4.5449e+42,2.5811,1.2852,9.3853e+41,-1.3691e+41,2.6322e+41,2.5971e+41,17.5
2.5,0.366,4.8677e+42,2.6114,1.2938,9.9673e+41,-1.5209e+41,2.8186e+41,2.7528e+41,17.5
2.5,0.386,5.2112e+42,2.642,1.3024,1.068e+42,-1.6866e+41,3.017e+41,2.8211e+41,17.5
2.5,0.406,5.5608e+42,2.6714,1.3105,1.1396e+42,-1.7288e+41,3.3163e+41,2.889e+41,17.0
2.5,0.426,5.9149e+42,2.6997,1.3182,1.2116e+42,-1.9e+41,3.5269e+41,2.9567e+41,17.0
2.5,0.446,6.2724e+42,2.727,1.3256,1.284e+42,-2.0766e+41,3.7395e+41,3.0242e+41,17.0
2.5,0.465,6.6149e+42,2.7521,1.3323,1.3531e+42,-2.2493e+41,3.9431e+41,3.0881e+41,17.0
2.5,0.485,6.9808e+42,2.7776,1.339,1.4261e+42,-2.2676e+41,4.2905e+41,3.1551e+41,16.5
2.5,0.505,7.3511e+42,2.8024,1.3455,1.4994e+42,-2.453e+41,4.5174e+41,3.2218e+41,16.5
